,query,from_ut,from_ky,from_wa,from_ko,from_me,shortest_step,label_ut,label_ky,label_wa,label_ko,label_me,index,label
0,東京大学,0,2,4,2,2,0,True,False,False,False,False,0,0
1,京都大学,2,0,4,2,3,0,False,True,False,False,False,1,1
2,明治大学,2,3,4,2,0,0,False,False,False,False,True,2,2
3,早稲田大学,4,4,0,4,4,0,False,False,True,False,False,3,3
4,慶應義塾大学,2,2,4,0,2,0,False,False,False,True,False,4,4
5,届け,3,3,5,3,3,3,True,True,False,True,True,5,4
6,おの,4,5,5,4,3,3,False,False,False,False,True,6,2
7,m,3,4,5,3,1,1,False,False,False,False,True,7,2
8,ドライバー,4,5,5,4,3,3,False,False,False,False,True,8,2
9,施政,3,4,5,3,4,3,True,False,False,True,False,9,0
10,利用,3,3,3,3,2,2,False,False,False,False,True,10,2
11,距離,4,4,5,3,4,3,False,False,False,True,False,11,4
12,カ,3,4,5,4,4,3,True,False,False,False,False,12,0
13,球団,3,4,5,3,3,3,True,False,False,True,True,13,4
14,予測,4,4,7,5,5,4,True,True,False,False,False,14,0
15,財務省,5,6,6,5,3,3,False,False,False,False,True,15,2
16,培養,99,99,99,99,99,99,True,True,True,True,True,16,0
17,土,99,99,99,99,99,99,True,True,True,True,True,17,0
18,さいたま,3,4,5,4,4,3,True,False,False,False,False,18,0
19,法律,3,4,4,3,4,3,True,False,False,True,False,19,0
20,in,4,2,6,4,3,2,False,True,False,False,False,20,1
21,塾,4,4,5,3,3,3,False,False,False,True,True,21,2
22,宴会,4,3,5,4,4,3,False,True,False,False,False,22,1
23,設定,2,3,4,3,2,2,True,False,False,False,True,23,0
24,お知らせ,2,3,3,2,2,2,True,False,False,True,True,24,0
25,公演,3,4,4,3,3,3,True,False,False,True,True,25,4
26,定款,2,3,4,2,2,2,True,False,False,True,True,26,2
27,レセプション,3,4,5,4,4,3,True,False,False,False,False,27,0
28,ネット,4,3,5,3,4,3,False,True,False,True,False,28,4
29,中小,3,4,5,3,4,3,True,False,False,True,False,29,0
30,提供,3,3,5,3,3,3,True,True,False,True,True,30,1
31,案内,3,3,3,3,1,1,False,False,False,False,True,31,2
32,一覧,3,4,5,3,3,3,True,False,False,True,True,32,4
33,ファイル,2,3,4,2,2,2,True,False,False,True,True,33,0
34,自分,3,4,5,3,4,3,True,False,False,True,False,34,4
35,ライフ,1,3,5,3,3,1,True,False,False,False,False,35,0
36,取扱い,3,4,5,3,3,3,True,False,False,True,True,36,2
37,š,4,4,6,4,4,4,True,True,False,True,True,37,2
38,協同,3,1,4,2,3,1,False,True,False,False,False,38,1
39,）.,3,4,5,3,2,2,False,False,False,False,True,39,2
40,練馬,3,3,4,3,4,3,True,True,False,True,False,40,4
41,a,4,2,6,4,3,2,False,True,False,False,False,41,1
42,入試,3,3,5,1,1,1,False,False,False,True,True,42,2
43,野球,3,4,5,3,3,3,True,False,False,True,True,43,4
44,Web,2,3,3,3,2,2,True,False,False,False,True,44,0
45,タ,3,4,5,4,4,3,True,False,False,False,False,45,0
46,予定,3,4,4,3,2,2,False,False,False,False,True,46,2
47,ファンクラブ,3,3,3,3,3,3,True,True,True,True,True,47,0
48,グループ,3,4,4,3,4,3,True,False,False,True,False,48,4
49,高齢,4,4,5,4,3,3,False,False,False,False,True,49,2
50,スキー,4,4,5,3,4,3,False,False,False,True,False,50,4
51,カフェ,3,4,5,3,3,3,True,False,False,True,True,51,0
52,フレーズ,4,4,6,4,3,3,False,False,False,False,True,52,2
53,通常,3,3,5,3,4,3,True,True,False,True,False,53,0
54,上映,3,4,5,3,3,3,True,False,False,True,True,54,0
55,当社,3,4,5,3,3,3,True,False,False,True,True,55,0
56,幕張,2,3,4,2,2,2,True,False,False,True,True,56,4
57,T,3,4,5,4,4,3,True,False,False,False,False,57,0
58,R,3,4,4,3,4,3,True,False,False,True,False,58,0
59,目録,4,3,5,4,4,3,False,True,False,False,False,59,1
60,クレジット,4,4,4,4,4,4,True,True,True,True,True,60,4
61,財団,3,3,4,3,4,3,True,True,False,True,False,61,0
62,青葉,3,4,5,3,3,3,True,False,False,True,True,62,4
63,気象,4,3,6,4,4,3,False,True,False,False,False,63,1
64,公開,3,4,5,3,3,3,True,False,False,True,True,64,4
65,ON,3,3,5,3,2,2,False,False,False,False,True,65,2
66,パチンコ,3,3,4,3,3,3,True,True,False,True,True,66,0
67,卒業,3,4,3,3,3,3,True,False,True,True,True,67,4
68,公衆,3,4,5,3,3,3,True,False,False,True,True,68,2
69,システム,3,4,5,3,3,3,True,False,False,True,True,69,4
70,旅,4,5,6,5,3,3,False,False,False,False,True,70,2
71,アドバイス,3,4,5,4,4,3,True,False,False,False,False,71,0
72,インターネット,3,3,4,3,3,3,True,True,False,True,True,72,2
73,得,3,4,5,3,3,3,True,False,False,True,True,73,0
74,NTT,3,4,5,3,3,3,True,False,False,True,True,74,0
75,経営,3,4,4,3,3,3,True,False,False,True,True,75,0
76,募金,4,4,4,4,3,3,False,False,False,False,True,76,2
77,スペック,3,4,5,3,3,3,True,False,False,True,True,77,2
78,ホール,3,4,4,3,3,3,True,False,False,True,True,78,4
79,売買,3,3,5,3,3,3,True,True,False,True,True,79,1
80,留学,2,3,4,2,2,2,True,False,False,True,True,80,0
81,速報,3,4,5,3,3,3,True,False,False,True,True,81,4
82,地図,3,3,5,3,3,3,True,True,False,True,True,82,1
83,更新,3,4,5,3,3,3,True,False,False,True,True,83,2
84,客室,4,3,5,4,4,3,False,True,False,False,False,84,1
85,訪問,4,4,6,3,5,3,False,False,False,True,False,85,4
86,くじ,4,5,6,4,4,4,True,False,False,True,True,86,2
87,限定,3,4,4,3,3,3,True,False,False,True,True,87,2
88,構内,3,3,5,3,3,3,True,True,False,True,True,88,0
89,医学,2,2,3,2,3,2,True,True,False,True,False,89,1
90,ぴあ,3,4,4,3,3,3,True,False,False,True,True,90,4
91,ファームウェア,4,5,5,4,3,3,False,False,False,False,True,91,2
92,お先,4,5,5,4,3,3,False,False,False,False,True,92,2
93,降水,3,3,5,3,3,3,True,True,False,True,True,93,0
94,状況,3,3,5,3,4,3,True,True,False,True,False,94,0
95,住宅,2,2,4,2,2,2,True,True,False,True,True,95,4
96,表示,2,3,5,3,3,2,True,False,False,False,False,96,0
97,早稲田,2,2,4,2,2,2,True,True,False,True,True,97,4
98,ミオホール,4,4,5,4,2,2,False,False,False,False,True,98,2
99,レストラン,4,3,5,4,4,3,False,True,False,False,False,99,1
100,購入,2,3,4,2,2,2,True,False,False,True,True,100,2
101,B,3,5,6,4,4,3,True,False,False,False,False,101,0
102,営業,3,3,5,3,3,3,True,True,False,True,True,102,1
103,応募,3,4,5,3,3,3,True,False,False,True,True,103,0
104,メディア,3,4,5,3,3,3,True,False,False,True,True,104,0
105,キャンパス,1,3,3,1,3,1,True,False,False,True,False,105,0
106,大学,3,3,3,3,1,1,False,False,False,False,True,106,2
107,ライフル,3,3,5,3,3,3,True,True,False,True,True,107,2
108,整備,3,4,5,3,4,3,True,False,False,True,False,108,4
109,箏曲,4,4,6,4,4,4,True,True,False,True,True,109,4
110,宅急便,3,3,4,3,4,3,True,True,False,True,False,110,1
111,版,3,4,5,3,4,3,True,False,False,True,False,111,4
112,木,2,3,4,2,2,2,True,False,False,True,True,112,2
113,メール,3,4,4,3,3,3,True,False,False,True,True,113,4
114,人間,2,2,4,2,4,2,True,True,False,True,False,114,4
115,名所,3,3,5,3,3,3,True,True,False,True,True,115,0
116,出願,2,3,4,2,2,2,True,False,False,True,True,116,0
117,料理,3,3,5,3,3,3,True,True,False,True,True,117,1
118,機関,3,3,4,3,3,3,True,True,False,True,True,118,2
119,地層,2,2,4,2,4,2,True,True,False,True,False,119,0
120,演奏,3,4,4,3,3,3,True,False,False,True,True,120,4
121,書名,3,3,5,3,3,3,True,True,False,True,True,121,4
122,旅行,3,3,5,3,3,3,True,True,False,True,True,122,0
123,ビジョン,2,2,4,2,2,2,True,True,False,True,True,123,1
124,ツアー,4,5,6,5,3,3,False,False,False,False,True,124,2
125,仕事,4,4,5,4,3,3,False,False,False,False,True,125,2
126,com,3,4,5,3,3,3,True,False,False,True,True,126,4
127,病院,3,3,4,2,3,2,False,False,False,True,False,127,4
128,交通,4,4,5,4,4,4,True,True,False,True,True,128,0
129,クラブ,3,5,6,4,4,3,True,False,False,False,False,129,0
130,仏閣,5,3,6,5,5,3,False,True,False,False,False,130,1
131,千葉,3,4,5,3,3,3,True,False,False,True,True,131,2
132,発信,1,3,4,2,2,1,True,False,False,False,False,132,0
133,生活,2,4,5,3,3,2,True,False,False,False,False,133,0
134,土地,3,3,5,3,3,3,True,True,False,True,True,134,2
135,受付,2,3,4,3,3,2,True,False,False,False,False,135,0
136,教員,99,99,99,99,99,99,True,True,True,True,True,136,3
137,総会,2,3,2,2,2,2,True,False,True,True,True,137,2
138,Fi,5,5,5,5,3,3,False,False,False,False,True,138,2
139,料,4,5,5,3,3,3,False,False,False,True,True,139,2
140,松本,4,5,5,3,3,3,False,False,False,True,True,140,2
141,人材,3,3,4,3,2,2,False,False,False,False,True,141,2
142,出口,4,4,5,4,4,4,True,True,False,True,True,142,2
143,客船,3,4,5,3,3,3,True,False,False,True,True,143,2
144,口コミ,3,3,5,3,3,3,True,True,False,True,True,144,0
145,チェック,3,3,5,3,3,3,True,True,False,True,True,145,2
146,山口大学,3,3,5,2,4,2,False,False,False,True,False,146,4
147,シネマ,3,4,5,3,3,3,True,False,False,True,True,147,2
148,年,3,3,5,3,3,3,True,True,False,True,True,148,2
149,Microsoft,4,5,5,4,3,3,False,False,False,False,True,149,2
150,ステーション,4,4,6,3,5,3,False,False,False,True,False,150,4
151,ゲーム,3,4,5,4,4,3,True,False,False,False,False,151,0
152,数字,4,5,6,4,4,4,True,False,False,True,True,152,4
153,メンテナンス,3,4,4,3,3,3,True,False,False,True,True,153,0
154,登録,3,3,3,3,3,3,True,True,True,True,True,154,0
155,Wi,5,5,5,5,3,3,False,False,False,False,True,155,2
156,主体,3,1,4,3,3,1,False,True,False,False,False,156,1
157,学習,4,5,5,3,3,3,False,False,False,True,True,157,2
158,写真,3,3,5,3,3,3,True,True,False,True,True,158,2
159,木材,3,4,5,3,3,3,True,False,False,True,True,159,0
160,ア,3,4,5,4,4,3,True,False,False,False,False,160,0
161,Yahoo,4,5,6,4,4,4,True,False,False,True,True,161,4
162,卒業生,2,3,2,2,2,2,True,False,True,True,True,162,0
163,採用,3,4,5,3,3,3,True,False,False,True,True,163,4
164,シルバー,4,4,5,4,3,3,False,False,False,False,True,164,2
165,ニュース,3,4,5,3,3,3,True,False,False,True,True,165,2
166,文化,2,3,3,2,3,2,True,False,False,True,False,166,4
167,SOUND,3,2,5,3,3,2,False,True,False,False,False,167,1
168,進路,3,4,4,3,3,3,True,False,False,True,True,168,2
169,演歌,4,4,6,4,3,3,False,False,False,False,True,169,2
170,ƒ,4,3,6,4,4,3,False,True,False,False,False,170,1
171,ツム,3,4,5,3,3,3,True,False,False,True,True,171,2
172,株式会社,3,3,5,3,3,3,True,True,False,True,True,172,0
173,サロン,3,4,5,3,3,3,True,False,False,True,True,173,4
174,交流,3,4,5,3,3,3,True,False,False,True,True,174,0
175,出場,4,5,5,4,3,3,False,False,False,False,True,175,2
176,ログイン,3,3,3,3,3,3,True,True,True,True,True,176,1
177,急ぎ,3,3,5,3,4,3,True,True,False,True,False,177,1
178,地球,3,4,4,3,4,3,True,False,False,True,False,178,0
179,新聞,4,3,5,4,4,3,False,True,False,False,False,179,1
180,問い合わせ,3,4,4,3,2,2,False,False,False,False,True,180,2
181,お客様,2,3,4,2,2,2,True,False,False,True,True,181,4
182,会議,3,3,5,3,3,3,True,True,False,True,True,182,4
183,?,4,3,6,4,4,3,False,True,False,False,False,183,1
184,株式,3,4,5,3,3,3,True,False,False,True,True,184,0
185,配信,3,4,5,3,3,3,True,False,False,True,True,185,2
186,検索,2,2,4,2,2,2,True,True,False,True,True,186,1
187,選手,2,3,4,2,2,2,True,False,False,True,True,187,4
188,琴,4,4,6,4,4,4,True,True,False,True,True,188,0
189,コラボカフェ,3,4,5,3,3,3,True,False,False,True,True,189,0
190,計画,2,3,4,2,3,2,True,False,False,True,False,190,0
191,総合,2,3,4,2,2,2,True,False,False,True,True,191,4
192,回収,3,4,5,3,3,3,True,False,False,True,True,192,4
193,日本,3,3,3,3,3,3,True,True,True,True,True,193,3
194,金利,3,4,6,4,5,3,True,False,False,False,False,194,0
195,センター,2,2,3,2,3,2,True,True,False,True,False,195,4
196,アカデミー,3,3,4,3,3,3,True,True,False,True,True,196,0
197,リーグ,2,4,5,3,3,2,True,False,False,False,False,197,0
198,物流,3,3,4,2,2,2,False,False,False,True,True,198,2
199,三つ,3,1,5,3,4,1,False,True,False,False,False,199,1
200,子育て,3,4,5,3,4,3,True,False,False,True,False,200,4
201,葬儀,5,5,5,5,3,3,False,False,False,False,True,201,2
202,事務所,3,4,5,3,3,3,True,False,False,True,True,202,4
203,アリーナ,2,3,4,3,3,2,True,False,False,False,False,203,0
204,人,3,4,5,3,4,3,True,False,False,True,False,204,0
205,神社,5,3,6,5,5,3,False,True,False,False,False,205,1
206,月,1,2,3,1,2,1,True,False,False,True,False,206,4
207,スポーツ,3,4,5,4,4,3,True,False,False,False,False,207,0
208,館,3,4,5,3,3,3,True,False,False,True,True,208,4
209,こ,4,4,6,4,4,4,True,True,False,True,True,209,1
210,toto,3,4,5,3,3,3,True,False,False,True,True,210,2
211,カメラ,3,3,5,3,4,3,True,True,False,True,False,211,4
212,著者,3,3,5,3,3,3,True,True,False,True,True,212,2
213,宝くじ,3,4,5,3,3,3,True,False,False,True,True,213,0
214,予備校,3,3,4,2,2,2,False,False,False,True,True,214,2
215,区,3,3,5,3,3,3,True,True,False,True,True,215,2
216,政策,3,4,4,3,4,3,True,False,False,True,False,216,0
217,地中,5,3,6,5,5,3,False,True,False,False,False,217,1
218,施設,3,3,4,3,3,3,True,True,False,True,True,218,4
219,絖,99,99,99,99,99,99,True,True,True,True,True,219,2
220,科学,2,2,3,2,3,2,True,True,False,True,False,220,1
221,年金,3,4,4,3,4,3,True,False,False,True,False,221,0
222,価格,3,4,5,3,3,3,True,False,False,True,True,222,4
223,オンライン,3,2,4,3,3,2,False,True,False,False,False,223,1
224,生活協同組合,1,3,4,2,2,1,True,False,False,False,False,224,0
225,ホットペッパービューティー,3,3,5,3,3,3,True,True,False,True,True,225,4
226,サ,3,4,5,4,4,3,True,False,False,False,False,226,0
227,料金,3,4,4,3,3,3,True,False,False,True,True,227,2
228,観察,3,4,5,3,3,3,True,False,False,True,True,228,0
229,一般,3,4,5,3,3,3,True,False,False,True,True,229,0
230,郵便,2,3,5,3,3,2,True,False,False,False,False,230,0
231,部屋,3,2,4,2,3,2,False,True,False,True,False,231,1
232,実績,3,4,5,3,3,3,True,False,False,True,True,232,0
233,附属,2,3,4,2,2,2,True,False,False,True,True,233,4
234,制度,3,3,4,3,3,3,True,True,False,True,True,234,1
235,黄疸,3,4,6,4,4,3,True,False,False,False,False,235,0
236,to,4,2,6,4,3,2,False,True,False,False,False,236,1
237,ランキング,3,3,5,3,3,3,True,True,False,True,True,237,1
238,まち,3,4,5,3,4,3,True,False,False,True,False,238,4
239,機器,3,3,5,3,3,3,True,True,False,True,True,239,4
240,スーモ,2,2,4,2,2,2,True,True,False,True,True,240,4
241,野菜,99,99,99,99,99,99,True,True,True,True,True,241,3
242,リザーブ,3,4,5,3,3,3,True,False,False,True,True,242,0
243,医療,2,2,4,2,3,2,True,True,False,True,False,243,0
244,住所,2,3,4,3,3,2,True,False,False,False,False,244,0
245,委員,4,5,5,3,3,3,False,False,False,True,True,245,2
246,!,4,5,6,4,2,2,False,False,False,False,True,246,2
247,アクセス,3,3,4,3,3,3,True,True,False,True,True,247,1
248,スケジュール,3,4,5,3,3,3,True,False,False,True,True,248,2
249,–,4,4,6,4,4,4,True,True,False,True,True,249,2
250,家,3,4,5,3,3,3,True,False,False,True,True,250,2
251,大正,5,3,6,5,5,3,False,True,False,False,False,251,1
252,ヴィジョン,2,2,4,2,2,2,True,True,False,True,True,252,2
253,検定,3,4,5,3,3,3,True,False,False,True,True,253,2
254,レース,3,4,4,3,4,3,True,False,False,True,False,254,4
255,カード,3,3,3,3,3,3,True,True,True,True,True,255,0
256,東京,2,3,4,2,2,2,True,False,False,True,True,256,4
257,蔵書,3,4,5,3,3,3,True,False,False,True,True,257,2
258,おすすめ,3,3,5,3,3,3,True,True,False,True,True,258,4
259,決議,3,4,3,3,3,3,True,False,True,True,True,259,0
260,s,4,2,6,4,5,2,False,True,False,False,False,260,1
261,熱,3,4,6,4,4,3,True,False,False,False,False,261,0
262,履修,4,5,5,3,3,3,False,False,False,True,True,262,2
263,子ども,4,4,4,4,3,3,False,False,False,False,True,263,2
264,決算,3,4,5,3,3,3,True,False,False,True,True,264,4
265,開発,3,2,4,3,3,2,False,True,False,False,False,265,1
266,認定,3,4,5,3,4,3,True,False,False,True,False,266,4
267,会見,5,6,6,5,3,3,False,False,False,False,True,267,2
268,基本,3,4,5,3,4,3,True,False,False,True,False,268,4
269,診療,3,3,4,3,3,3,True,True,False,True,True,269,2
270,ナ,3,4,5,4,4,3,True,False,False,False,False,270,0
271,マーケティング,3,3,5,3,3,3,True,True,False,True,True,271,0
272,リング,3,4,5,3,3,3,True,False,False,True,True,272,4
273,and,4,2,6,4,3,2,False,True,False,False,False,273,1
274,オフィシャルサイト,2,3,4,2,2,2,True,False,False,True,True,274,2
275,事業,3,2,4,3,3,2,False,True,False,False,False,275,1
276,秀,4,4,5,3,3,3,False,False,False,True,True,276,4
277,英語,3,3,5,3,3,3,True,True,False,True,True,277,2
278,商品,3,3,5,3,3,3,True,True,False,True,True,278,2
279,保護,2,3,4,2,2,2,True,False,False,True,True,279,4
280,KB,3,4,3,3,3,3,True,False,True,True,True,280,0
281,ディズニーシー,3,4,5,3,3,3,True,False,False,True,True,281,4
282,意識,3,3,5,3,4,3,True,True,False,True,False,282,0
283,ロト,4,5,6,4,4,4,True,False,False,True,True,283,0
284,招集,3,4,3,3,3,3,True,False,True,True,True,284,4
285,科目,4,5,5,3,3,3,False,False,False,True,True,285,4
286,核,3,3,4,3,4,3,True,True,False,True,False,286,4
287,個人,2,3,4,2,2,2,True,False,False,True,True,287,0
288,輸送,4,4,5,3,3,3,False,False,False,True,True,288,4
289,中継,3,4,4,3,4,3,True,False,False,True,False,289,4
290,運賃,99,99,99,99,99,99,True,True,True,True,True,290,3
291,世界,3,2,4,3,3,2,False,True,False,False,False,291,1
292,台風,4,3,6,4,4,3,False,True,False,False,False,292,1
293,体験,2,3,4,2,3,2,True,False,False,True,False,293,4
294,表,3,4,5,3,3,3,True,False,False,True,True,294,0
295,SG,3,4,5,3,3,3,True,False,False,True,True,295,4
296,作詞,4,4,6,4,3,3,False,False,False,False,True,296,2
297,記者,5,6,6,5,3,3,False,False,False,False,True,297,2
298,概要,3,2,5,3,4,2,False,True,False,False,False,298,1
299,支援,2,3,4,2,3,2,True,False,False,True,False,299,0
300,作品,3,3,5,3,3,3,True,True,False,True,True,300,4
301,[,3,4,5,3,3,3,True,False,False,True,True,301,4
302,気温,3,3,5,3,3,3,True,True,False,True,True,302,2
303,苓散,3,4,6,4,4,3,True,False,False,False,False,303,0
304,PDF,3,4,3,3,3,3,True,False,True,True,True,304,2
305,駐車,4,4,5,4,4,4,True,True,False,True,True,305,1
306,図書,4,3,5,4,4,3,False,True,False,False,False,306,1
307,一戸建て,3,3,5,3,3,3,True,True,False,True,True,307,1
308,福田,5,6,6,5,3,3,False,False,False,False,True,308,2
309,PF,3,4,5,3,3,3,True,False,False,True,True,309,0
310,－,2,3,5,3,4,2,True,False,False,False,False,310,0
311,品質,5,3,6,5,5,3,False,True,False,False,False,311,1
312,画面,3,4,5,4,3,3,True,False,False,False,True,312,2
313,チャンス,4,5,6,4,4,4,True,False,False,True,True,313,0
314,出版,3,3,5,3,3,3,True,True,False,True,True,314,1
315,地質,3,3,5,3,5,3,True,True,False,True,False,315,1
316,甲,4,4,6,4,4,4,True,True,False,True,True,316,2
317,カタログ,4,3,5,5,4,3,False,True,False,False,False,317,1
318,生命,3,4,5,4,4,3,True,False,False,False,False,318,0
319,スタイル,3,3,5,3,3,3,True,True,False,True,True,319,0
320,ウォーカープラス,2,3,4,2,2,2,True,False,False,True,True,320,2
321,授業,3,4,4,2,2,2,False,False,False,True,True,321,4
322,新築,2,2,4,2,2,2,True,True,False,True,True,322,1
323,スクラッチ,4,5,6,4,4,4,True,False,False,True,True,323,2
324,曲,4,4,6,4,3,3,False,False,False,False,True,324,2
325,Œ,99,99,99,99,99,99,True,True,True,True,True,325,0
326,調査,2,2,4,2,3,2,True,True,False,True,False,326,0
327,療養,4,4,6,3,5,3,False,False,False,True,False,327,4
328,A,3,4,5,3,3,3,True,False,False,True,True,328,2
329,プレゼント,2,3,4,2,2,2,True,False,False,True,True,329,0
330,物件,2,1,5,3,3,1,False,True,False,False,False,330,1
331,衛星,3,3,5,3,3,3,True,True,False,True,True,331,4
332,&,4,5,6,4,2,2,False,False,False,False,True,332,2
333,ラジオ,3,4,5,3,3,3,True,False,False,True,True,333,0
334,VISION,3,2,5,3,3,2,False,True,False,False,False,334,1
335,仙台,2,3,4,2,2,2,True,False,False,True,True,335,4
336,最新,2,3,4,2,2,2,True,False,False,True,True,336,2
337,製品,2,3,4,2,2,2,True,False,False,True,True,337,2
338,定時,3,4,3,3,3,3,True,False,True,True,True,338,2
339,サポート,2,3,4,2,1,1,False,False,False,False,True,339,2
340,動画,3,3,4,3,3,3,True,True,False,True,True,340,1
341,説明,3,4,5,3,3,3,True,False,False,True,True,341,4
342,処分,2,2,4,2,3,2,True,True,False,True,False,342,1
343,ミッション,4,2,6,4,5,2,False,True,False,False,False,343,1
344,大会,3,3,3,3,3,3,True,True,True,True,True,344,0
345,クルーズ,3,4,5,3,3,3,True,False,False,True,True,345,4
346,デジタル,3,2,4,4,3,2,False,True,False,False,False,346,1
347,実施,3,3,5,3,4,3,True,True,False,True,False,347,1
348,UNICEF,4,4,4,4,3,3,False,False,False,False,True,348,2
349,確認,3,3,4,3,3,3,True,True,False,True,True,349,4
350,郁,2,3,4,2,2,2,True,False,False,True,True,350,4
351,(@,3,4,5,3,3,3,True,False,False,True,True,351,4
352,労働,3,3,5,3,3,3,True,True,False,True,True,352,1
353,登記,3,4,4,3,3,3,True,False,False,True,True,353,0
354,特典,4,4,4,4,4,4,True,True,True,True,True,354,2
355,解説,3,3,5,3,3,3,True,True,False,True,True,355,2
356,会館,3,4,4,3,4,3,True,False,False,True,False,356,0
357,市民,3,4,4,3,4,3,True,False,False,True,False,357,0
358,マ,3,4,5,4,4,3,True,False,False,False,False,358,0
359,研究,1,1,3,1,3,1,True,True,False,True,False,359,0
360,of,4,2,6,4,3,2,False,True,False,False,False,360,1
361,地域,2,2,3,2,3,2,True,True,False,True,False,361,1
362,｡,4,4,6,4,4,4,True,True,False,True,True,362,1
363,福岡,3,4,5,4,4,3,True,False,False,False,False,363,0
364,校友,3,3,1,3,3,1,False,False,True,False,False,364,3
365,One,3,4,5,3,4,3,True,False,False,True,False,365,4
366,テレビ,3,4,5,3,3,3,True,False,False,True,True,366,4
367,アマゾン,3,3,5,3,3,3,True,True,False,True,True,367,1
368,収集,3,4,5,3,3,3,True,False,False,True,True,368,4
369,育成,4,4,5,4,3,3,False,False,False,False,True,369,2
370,都市,3,4,5,3,4,3,True,False,False,True,False,370,4
371,日程,3,4,5,3,3,3,True,False,False,True,True,371,0
372,渋谷,2,2,4,2,2,2,True,True,False,True,True,372,1
373,取材,5,6,6,5,3,3,False,False,False,False,True,373,2
374,NHK,3,4,5,3,3,3,True,False,False,True,True,374,2
375,ホームページ,3,4,3,3,3,3,True,False,True,True,True,375,3
376,受験,3,3,5,3,3,3,True,True,False,True,True,376,0
377,当せん,4,5,6,4,4,4,True,False,False,True,True,377,0
378,Tweets,3,4,5,3,3,3,True,False,False,True,True,378,0
379,マイ,3,4,4,3,3,3,True,False,False,True,True,379,0
380,保険,3,3,4,3,3,3,True,True,False,True,True,380,2
381,順位,3,5,6,4,4,3,True,False,False,False,False,381,0
382,所蔵,3,2,4,3,3,2,False,True,False,False,False,382,1
383,アセットマネジメント,3,4,5,3,4,3,True,False,False,True,False,383,4
384,相談,2,3,3,2,3,2,True,False,False,True,False,384,0
385,共済,3,2,5,3,4,2,False,True,False,False,False,385,1
386,日,2,3,4,2,2,2,True,False,False,True,True,386,4
387,番号,2,3,4,3,3,2,True,False,False,False,False,387,0
388,チケット,2,3,3,2,2,2,True,False,False,True,True,388,4
389,公共,4,4,5,4,4,4,True,True,False,True,True,389,1
390,募集,4,5,5,3,3,3,False,False,False,True,True,390,4
391,内容,4,5,5,4,3,3,False,False,False,False,True,391,2
392,治療,3,3,4,3,4,3,True,True,False,True,False,392,1
393,発表,3,4,5,3,3,3,True,False,False,True,True,393,4
394,蔯蒿,3,4,6,4,4,3,True,False,False,False,False,394,0
395,€,4,4,6,4,4,4,True,True,False,True,True,395,2
396,確率,4,3,6,4,4,3,False,True,False,False,False,396,1
397,文化財,3,4,5,3,3,3,True,False,False,True,True,397,4
398,入力,4,4,3,4,4,3,False,False,True,False,False,398,3
399,テーマ,3,4,5,4,2,2,False,False,False,False,True,399,2
400,バス,4,4,5,4,4,4,True,True,False,True,True,400,4
401,地点,3,3,5,3,3,3,True,True,False,True,True,401,4
402,パーク,4,5,6,5,3,3,False,False,False,False,True,402,2
